date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:13:36	78743/78743	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Jan%202023%2019:17:51%20GMT	https://techsolit.com/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/js/bootstrap.bundle.min.js	(from https://techsolit.com/)
22:13:36	2048/2048	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265999b40-3f6%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.eot?	C:/My%20Web%20Sites/m-portfolio/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slickd41d.eot	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
22:13:36	1380/1380	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265999b42-54a%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.woff	C:/My%20Web%20Sites/m-portfolio/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.woff	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
22:13:36	1892/1892	---M-Z	200	added ('OK')	application/octet-stream	etag:%2265999b41-3c6%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.ttf	C:/My%20Web%20Sites/m-portfolio/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.ttf	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
22:13:36	2152/2152	---M-Z	200	added ('OK')	image/svg+xml	etag:%2265999b40-397%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.svg	C:/My%20Web%20Sites/m-portfolio/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/fonts/slick.svg	(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
22:13:37	6200/6200	---M--	200	added ('OK')	image/webp	date:Thu,%2005%20Jan%202023%2021:08:28%20GMT	https://techsolit.com/assets/img/Path%204.webp	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/Path%204.webp	(from https://techsolit.com/assets/css/main.css)
22:13:38	37256/37256	---M--	200	added ('OK')	font/ttf	date:Thu,%2005%20Jan%202023%2019:17:51%20GMT	https://techsolit.com/assets/fonts/PhotographSignature.ttf	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/fonts/PhotographSignature.ttf	(from https://techsolit.com/assets/css/main.css)
22:13:38	19626/19626	---M--	200	added ('OK')	image/webp	date:Thu,%2005%20Jan%202023%2021:08:28%20GMT	https://techsolit.com/assets/img/Path%203336.webp	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/Path%203336.webp	(from https://techsolit.com/assets/css/main.css)
22:13:40	4352/4352	---M--	200	added ('OK')	image/webp	date:Thu,%2005%20Jan%202023%2021:08:28%20GMT	https://techsolit.com/assets/img/Path%205.webp	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/Path%205.webp	(from https://techsolit.com/assets/css/main.css)
22:13:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:40%20GMT	https://techsolit.com/assets/img/Path%208%20(1	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/Path%208%20(1	(from https://techsolit.com/assets/css/main.css)
22:13:43	8892/8892	---M--	200	added ('OK')	image/webp	date:Thu,%2005%20Jan%202023%2021:08:28%20GMT	https://techsolit.com/assets/img/Path%203341.webp	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/Path%203341.webp	(from https://techsolit.com/assets/css/main.css)
22:13:43	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:43%20GMT	https://techsolit.com/assets/images/our-pricing-bg.png	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/images/our-pricing-bg.png	(from https://techsolit.com/assets/css/main.css)
22:13:48	29168/29168	---M--	200	added ('OK')	image/webp	date:Fri,%2006%20Jan%202023%2023:11:40%20GMT	https://techsolit.com/assets/img/about-back.webp	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/about-back.webp	(from https://techsolit.com/about)
22:13:49	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:49%20GMT	https://techsolit.com/services/dissertation	C:/My%20Web%20Sites/m-portfolio/techsolit.com/services/dissertation.6b.delayed	(from https://techsolit.com/services/web-design)
22:13:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:49%20GMT	https://techsolit.com/services/essay	C:/My%20Web%20Sites/m-portfolio/techsolit.com/services/essay	(from https://techsolit.com/services/web-design)
22:13:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:50%20GMT	https://techsolit.com/services/assignment	C:/My%20Web%20Sites/m-portfolio/techsolit.com/services/assignment	(from https://techsolit.com/services/web-design)
22:13:50	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2012%20Oct%202025%2017:13:50%20GMT	https://techsolit.com/services/thesis	C:/My%20Web%20Sites/m-portfolio/techsolit.com/services/thesis	(from https://techsolit.com/services/web-design)
22:13:51	1446/1446	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Dec%202022%2007:44:42%20GMT	https://techsolit.com/assets/img/icons/design01.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design01.jpg	(from https://techsolit.com/services/web-design)
22:13:51	2257/2257	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Dec%202022%2007:45:12%20GMT	https://techsolit.com/assets/img/icons/design02.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design02.jpg	(from https://techsolit.com/services/web-design)
22:13:52	3841/3841	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Dec%202022%2007:45:20%20GMT	https://techsolit.com/assets/img/icons/design03.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design03.jpg	(from https://techsolit.com/services/web-design)
22:13:52	2711/2711	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Dec%202022%2007:46:10%20GMT	https://techsolit.com/assets/img/icons/design04.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design04.jpg	(from https://techsolit.com/services/web-design)
22:13:53	3197/3197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Dec%202022%2007:46:18%20GMT	https://techsolit.com/assets/img/icons/design05.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design05.jpg	(from https://techsolit.com/services/web-design)
22:13:54	1836/1836	---M--	200	added ('OK')	image/jpeg	date:Fri,%2009%20Dec%202022%2018:51:34%20GMT	https://techsolit.com/assets/img/icons/design06.jpg	C:/My%20Web%20Sites/m-portfolio/techsolit.com/assets/img/icons/design06.jpg	(from https://techsolit.com/services/web-design)
22:14:01	6387/6387	---M--	200	added ('OK')	image/png	date:Sat,%2013%20May%202023%2011:10:58%20GMT	https://www.logoinfinix.com/assets/images/video-package-vector.png	C:/My%20Web%20Sites/m-portfolio/www.logoinfinix.com/assets/images/video-package-vector.png	(from https://techsolit.com/services/web-design)
22:14:03	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Sun,%2012%20Oct%202025%2017:14:02%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css)
